fname,ridge,rf,lr,gb,xbg,dt,lasso,enr,knn
D1656_D1657_D1658.csv,623.3883659010343,704.9613179438512,656.3819044375425,717.8058783097038,740.0585704985119,96.29926286323814,694.0605146178639,703.3805737422606,694.8392857142857
D1660_D1661_D1662.csv,212.78733745508933,62.32957201426523,212.85879833820871,95.09286731972206,93.10528453480114,236.15362415362418,209.53597306212995,209.7070054426519,44.79498967602247
D2059_D2060_D2061.csv,740.8382961763028,761.3761156653362,718.1027223234848,757.618294107631,734.7858189174107,68.03469274376424,772.2623140495871,772.5335047684404,731.9614285714285
D1615_D1616_D1617.csv,322.43380328710043,287.76200112634774,271.5990496429263,297.48708843819935,285.12824544270836,98.21296296296293,333.0753073638251,330.3429302890168,270.7955555555556
D49_D50_D51.csv,936.7205749397069,902.9155746968838,936.8007469164656,902.194263934407,901.6219229736328,44.11221218487395,936.2912948769563,936.3021310394406,908.78275
D1625_D1626_D1627.csv,2309.200568363496,2919.1159065073866,2363.882204149062,2880.2941483844234,2941.073041130515,536.4460784313725,2425.1570648162597,2295.844102101758,2793.953456482241
D152_D153_D154.csv,6033.7143295417645,5961.411105690471,5469.908225790221,6035.488470986302,6123.612681884765,318.77383836968903,5870.156110575269,5855.777850334848,7948.575625
D169_D170_D171.csv,6884.15087306256,6624.225567862514,6809.880153155912,6623.428150824233,6589.168998641305,543.5962084195999,7002.487151212071,7002.487151212071,6621.474586956522
D2075_D2076_D2077.csv,3471.6078678672584,4162.057933644639,3471.431424509364,4220.0828443913015,4146.062428501674,773.2126587301586,3481.979335733389,3482.0663589066435,4105.787010368843
D3613_D3614_D3615.csv,5508.425258208268,5568.614901195835,5502.013605535529,5586.356645417658,5603.428170626281,55.32893923169491,5505.075957423741,5504.822127931336,5580.0326930807805
D3619_D3620_D3621.csv,1307.1995375216895,1217.7281625000599,2478.154373028268,1217.6770828597066,1216.652811686198,12.07708333333362,506.22873634695856,905.6542105169818,1219.1145833333333
D1632_D1633_D1634.csv,155.53888922304256,117.12519239963103,155.51787584636526,124.65433657694857,112.92308807373047,113.68682142857142,173.58403456792635,166.59040293774882,75.93875
D168_D169_D170.csv,6874.552107384379,6606.5248954766175,6911.621661698608,6610.059205582003,6596.349962092392,520.9126811594201,6773.305572358289,6774.966357346239,6591.172259974779
D3603_D3604_D3605.csv,1902.1633730474798,1939.6844568288275,1902.168921169384,1955.7688346071816,1911.2335544433595,70.47926635455278,1986.5344276315786,1986.5558581058935,1947.664125
D175_D176_D177.csv,5866.3582700503375,5663.682144663888,5838.3069813275,5630.191378482666,5610.082720263672,360.9211562500001,5859.906938976079,5864.2884144023,5709.1487280289375
D145_D146_D147.csv,4596.846139551746,4530.756850429499,4597.054761996304,4532.514199767961,4516.602097930909,34.703110540649895,4594.02916647582,4594.02916647582,4545.3029875
D15_D16_D17.csv,2072.6094939633526,1850.8876846957228,2082.846425805651,1847.3164130383363,1824.4636755371096,268.06749438687586,2070.893331237159,2047.317823526865,1814.6485
D158_D159_D160.csv,878.570752992023,951.0115990369734,903.9847138762841,901.8857428685485,921.9455050048828,115.68485612608094,896.5868610119584,898.9397256387768,898.988708301519
D1659_D1660_D1661.csv,4676.859750611711,4654.595546528203,4750.4971088195425,4637.088002536333,4653.425559714989,45.399445879365416,4614.2464146718185,4614.884270252877,4696.012962962963
D2083_D2084_D2085.csv,1254.157894736842,1254.157894736842,1254.157894736842,1254.157894736842,1254.157894736842,2030.5263157894738,1254.157894736842,1254.157894736842,1254.157894736842
D46_D47_D48.csv,10264.071436189657,10264.193429399787,10263.978920990749,10264.185940703437,10264.18279838562,0.0998812500000021,10264.066922853104,10264.123221557298,10264.278999999999
D146_D147_D148.csv,3138.70685506386,3122.1533237102362,2756.3443514064647,3260.0350046606227,3248.881668701172,192.3977855413708,3084.777172197145,3080.9638631637267,3073.73225
D2065_D2066_D2067.csv,1025.05310776762,1057.7164659785574,1363.8145103910213,1075.668162995728,1098.8980933017417,50.50929641085595,1023.7363421257836,1021.8278929283232,1015.6744262295083
D37_D38_D39.csv,185.71597135549794,144.37988410615915,136.20922961282008,175.7858906744059,150.50743366109913,82.14088669950738,268.0876143560872,180.90329609858927,171.31379310344826
D2055_D2056_D2057.csv,322.70576154535934,313.9434700427934,362.16470005895127,319.65484391314,311.92403390066966,29.251389919604183,331.0022386798808,329.9663369670345,309.9485714285714
D2044_D2045_D2046.csv,5213.95976180788,5121.889676092558,5214.175826694029,5172.457230387023,5150.752598876953,231.447759462279,5187.550391918949,5208.442324976878,5237.32625
D129_D130_D131.csv,1430.3025002188165,1273.260038412572,1412.5804786074248,1257.275626650236,1294.244561767578,184.88942826321454,1350.3866702187156,1352.6086356277733,1287.612550567343
D3630_D3631_D3632.csv,1068.9361716947087,1183.0945896334613,916.8430038961117,1154.1684204859855,1166.6524251302083,127.53128815628814,1006.5782873012024,1044.5502086199142,1127.7128205128206
D2074_D2075_D2076.csv,1011.7987081533527,1082.9749443877556,856.2083858119253,1023.2636803171125,714.7193812779018,2863.351820600035,1515.460282331395,1493.965683934649,575.847918929392
D162_D163_D164.csv,259.9026085219676,265.4540033819945,132.95844815635942,268.7173762364815,298.3577932739258,106.83136862789986,212.26401687119005,208.24019542651632,229.39287346890274
D3639_D3640_D3641.csv,3541.580228203349,3646.6798018090194,3561.997535282771,3637.0866344518595,3640.331244021046,164.99659863945578,3529.4494712575497,3524.801604765316,3645.992842369177
D1642_D1643_D1644.csv,2205.265518435358,2105.417529190581,2257.5826346588747,2111.5928592068135,2152.7556654986215,103.76296236443297,2172.187315877863,2206.1630722709997,2090.6519607843134
D1628_D1629_D1630.csv,2655.0335139668614,2708.3263907816436,2794.99582011993,2653.174533699161,2693.907793317522,161.20294350986316,2675.8773282234865,2719.257880947109,2673.032540559201
D3616_D3617_D3618.csv,327.9491030957061,345.8547581393895,299.42090497599094,349.8050235676442,353.84312693277997,38.28178855005951,344.60365530879443,338.6160975574339,385.0729166666667
D1622_D1623_D1624.csv,5262.172882007042,5364.544419304888,5260.417276698016,5361.133285679275,5375.103936377992,144.13113685204158,5278.699249144524,5264.955477104765,5371.382978723404
D2057_D2058_D2059.csv,98.47780087052703,107.54821059965298,100.35957828090196,103.76033983120209,109.34039132254465,54.81666666666667,98.73598818976254,98.56264495385925,102.27142857142854
D154_D155_D156.csv,4209.194842968167,4147.944693972421,3984.903327980678,4135.583188496759,4112.33271484375,306.9797427389164,4155.628167530574,4194.343749066606,3982.7375
D1645_D1646_D1647.csv,323.5813537138,257.6141249583775,329.1172863704145,237.56347401710667,218.76891642825706,55.45288464309499,297.4171652689156,303.4640357791284,258.26056338028167
D170_D171_D172.csv,131.44266260504557,272.4733035202961,146.04191551624956,310.5231767770887,255.81202539062497,193.09829229392108,125.04834149058684,124.86981342518914,178.7709669497817
