fname,ridge,rf,lr,gb,xbg,dt,lasso,enr,knn
D1656_D1657_D1658.csv,0.29709002926507605,0.33622374673265537,0.31314864336800174,0.342307189812297,0.3530015133271718,0.036191917033096085,0.33093494861658923,0.3352652341113209,0.33136513423862307
D1660_D1661_D1662.csv,0.11338348120975429,0.03320807741141387,0.11342183843185318,0.05076010212534392,0.04973709726515896,0.1519044899641576,0.11164023161515264,0.1117320063218305,0.0238020947929049
D2059_D2060_D2061.csv,0.4934182115573238,0.5071501608006564,0.4789557951068568,0.5045409617816659,0.48942062111593776,0.029591076515150132,0.5142439968512958,0.5144313218459006,0.48746243408601475
D1615_D1616_D1617.csv,0.09227109082070954,0.08222861240344649,0.0774553600130456,0.08535886637052834,0.08149607612091402,0.02476319796564511,0.0954096246915819,0.09457389122723212,0.0764952712870164
D49_D50_D51.csv,9.390467286500467,9.051577911049822,9.39127097808053,9.044344125374222,9.038609897516004,0.04202086772253488,9.386163962403918,9.386272587783996,9.11039816666064
D1625_D1626_D1627.csv,0.6567469720453707,0.8240173798538172,0.6716592310769185,0.8132677367022345,0.8297586939548109,0.09237098695735478,0.6870314351005204,0.6522114146575426,0.7908165441949448
D152_D153_D154.csv,3.1565809079428577,3.1182673758402033,2.8662385031393556,3.156061085387698,3.2025800076271693,0.041202776860608546,3.070940877201276,3.063764996750501,4.123121022709722
D169_D170_D171.csv,5.819221384557412,5.596036083084743,5.755906620373798,5.595784937473906,5.5666914005031085,0.0629213943767547,5.920528243751176,5.920528243751176,5.593326110978634
D2075_D2076_D2077.csv,0.6102947733423078,0.7149047161559462,0.6102656212720212,0.7230921460891346,0.7127735576906694,0.2820088748400897,0.6114424992064027,0.6115017229055406,0.7066605581428758
D3613_D3614_D3615.csv,0.7487884102952032,0.7570775744030214,0.7478960533973498,0.7594939620957243,0.7618318218518424,0.029970452389048927,0.7483204674906229,0.748285652174146,0.7585774560743365
D3619_D3620_D3621.csv,0.7953554357644327,0.7462910739236083,1.466251450243569,0.7462597612753982,0.7456422064208637,0.03013411358068635,0.30850627449850254,0.5542083557951607,0.7471428685626117
D1632_D1633_D1634.csv,0.12892915969818167,0.09742938006025256,0.1289122332477486,0.10368782348335656,0.09407846617427938,0.0779934653534895,0.14380140943284428,0.13811961198084868,0.06373973976992357
D168_D169_D170.csv,5.734626008391041,5.512229457982565,5.765612454294979,5.514977750515007,5.503317181253106,0.060156493885928565,5.649761742365236,5.651176911201989,5.499341953700986
D3603_D3604_D3605.csv,2.0897126383738933,2.1287774659349465,2.0897195409970175,2.1470607570709577,2.0997735840323184,0.023949745953110536,2.1810465024732095,2.1810683976535112,2.138128601613495
D175_D176_D177.csv,5.740885812645578,5.5412337958696725,5.712956283125581,5.508460207282035,5.488832753469484,0.05007283077757113,5.734637405268792,5.738818570066344,5.5852578803378705
D145_D146_D147.csv,0.9271108343916303,0.9138026677123048,0.9271528461536136,0.9141325986212715,0.9109138690601458,0.10219886338667342,0.9265462201825047,0.9265462201825047,0.9166643892301181
D15_D16_D17.csv,1.5032919903512967,1.3481472707767312,1.5104888517047244,1.3461765537800237,1.3305220615748816,0.07545669071799842,1.5019797710183684,1.4852797250623722,1.3186450662348894
D158_D159_D160.csv,0.7433245937182928,0.8043022612164326,0.7645385816272552,0.7634614232191896,0.7804356639496086,0.05503735871821278,0.7582225707292582,0.7605373489346487,0.760255157387707
D1659_D1660_D1661.csv,0.7537264789923867,0.7502075934010023,0.7655387040217307,0.7473768444507128,0.7499677256259977,0.02853106197218934,0.7436827173915858,0.7437865966800243,0.7569072232609689
