datetime,close
2024-10-07,166.94
2024-10-04,168.89999
2024-10-03,168.92
2024-10-02,168.32001
2024-10-01,165.78
2024-09-30,170.05
2024-09-27,170.13
2024-09-26,172.66
2024-09-25,168.27
2024-09-24,166.95
2024-09-23,165.96001
2024-09-20,168.92
2024-09-19,173.92
2024-09-18,168.3
2024-09-17,168.7
2024-09-16,166.61
2024-09-13,167.73
2024-09-12,164.98
2024-09-11,166.56
2024-09-10,161.67999
2024-09-09,160.77
2024-09-06,158.19
2024-09-05,163.7
2024-09-04,165.33
2024-09-03,163.24001
2024-08-30,175.3
2024-08-29,169.49001
2024-08-28,171.85001
2024-08-27,173.92999
2024-08-26,169.49001
2024-08-23,173.5
2024-08-22,169.0
2024-08-21,174.22
2024-08-20,172.11
2024-08-19,174.25999
2024-08-16,172.17999
2024-08-15,173.34
2024-08-14,167.14999
2024-08-13,169.47
2024-08-12,162.89
2024-08-09,164.48
2024-08-08,164.95
2024-08-07,156.12
2024-08-06,158.72
2024-08-05,157.95
2024-08-02,159.31
2024-08-01,164.0
2024-07-31,180.95
2024-07-30,166.94
2024-07-29,178.64
2024-07-26,180.05
2024-07-25,175.39
2024-07-24,181.07001
2024-07-23,193.35001
2024-07-22,194.97
2024-07-19,186.21001
2024-07-18,191.46001
2024-07-17,191.60001
2024-07-16,209.64
2024-07-15,208.17999
2024-07-12,202.42999
2024-07-11,199.85001
2024-07-10,208.8
2024-07-09,207.12
2024-07-08,207.89
2024-07-05,205.75
2024-07-03,203.81
2024-07-02,200.16
2024-07-01,200.03
2024-06-28,199.17999
2024-06-27,195.14999
2024-06-26,197.33
2024-06-25,202.17
2024-06-24,200.84
2024-06-21,212.53
2024-06-20,215.47
2024-06-18,227.09
2024-06-17,222.22
2024-06-14,215.33
2024-06-13,217.81
2024-06-12,215.39
2024-06-11,208.52
2024-06-10,209.35001
2024-06-07,206.62
2024-06-06,209.44
2024-06-05,211.89999
2024-06-04,204.37
2024-06-03,205.91
2024-05-31,204.05
2024-05-30,204.8
2024-05-29,208.25999
2024-05-28,213.08
2024-05-24,210.36
2024-05-23,201.75999
2024-05-22,202.92999
2024-05-21,200.85001
2024-05-20,197.75999
2024-05-17,193.86
2024-05-16,193.27
2024-05-15,194.61
2024-05-14,188.97
2024-05-13,184.21001
2024-05-10,182.08
2024-05-09,180.53999
2024-05-08,180.55
2024-05-07,180.14999
2024-05-06,181.85001
2024-05-03,179.64
2024-05-02,180.10001
2024-05-01,164.11
2024-04-30,165.85001
2024-04-29,169.2
2024-04-26,165.66
2024-04-25,163.3
2024-04-24,163.63
2024-04-23,161.35001
2024-04-22,160.17999
2024-04-19,157.63
2024-04-18,161.44
2024-04-17,164.32001
2024-04-16,168.58
2024-04-15,169.84
2024-04-12,171.28999
2024-04-11,175.13
2024-04-10,170.86
2024-04-09,175.57001
2024-04-08,173.62
2024-04-05,171.53
2024-04-04,169.75999
2024-04-03,173.91
2024-04-02,171.03999
2024-04-01,171.72
2024-03-28,169.3
2024-03-27,169.13
2024-03-26,167.07001
2024-03-25,167.52
2024-03-22,170.10001
2024-03-21,170.85001
2024-03-20,167.67
2024-03-19,164.10001
2024-03-18,166.92
2024-03-15,167.2
2024-03-14,168.45
2024-03-13,169.25
2024-03-12,173.08
2024-03-11,171.12
2024-03-08,170.57001
2024-03-07,175.72
2024-03-06,167.89
2024-03-05,161.45
2024-03-04,166.56
2024-03-01,163.09
2024-02-29,157.78999
2024-02-28,155.85001
2024-02-27,158.3
2024-02-26,157.03
2024-02-23,154.91
2024-02-22,154.75
2024-02-21,152.00999
2024-02-20,151.96001
2024-02-16,152.69
2024-02-15,155.98
2024-02-14,153.94
2024-02-13,150.03999
2024-02-12,153.10001
2024-02-09,151.0
2024-02-08,148.17999
2024-02-07,145.89
2024-02-06,144.10001
2024-02-05,144.03
2024-02-02,141.69
2024-02-01,141.11
2024-01-31,148.50999
2024-01-30,145.98
2024-01-29,149.64
2024-01-26,150.72
2024-01-25,154.47
2024-01-24,154.37
2024-01-23,153.5
2024-01-22,152.87
2024-01-19,151.96001
2024-01-18,145.28999
2024-01-17,139.32001
2024-01-16,141.12
2024-01-12,140.2
2024-01-11,139.03
2024-01-10,139.31
2024-01-09,139.89
2024-01-08,139.03
2024-01-05,136.73
2024-01-04,136.17
2024-01-03,137.60001
2024-01-02,140.23
2023-12-29,144.63
2023-12-28,145.86
2023-12-27,145.72
2023-12-26,145.46001
2023-12-22,143.49001
2023-12-21,142.44
2023-12-20,140.44
2023-12-19,143.23
2023-12-18,141.64999
2023-12-15,143.13
2023-12-14,141.5
2023-12-13,138.8
2023-12-12,136.67999
2023-12-11,136.10001
2023-12-08,132.97
2023-12-07,132.94
2023-12-06,129.96001
2023-12-05,130.75
2023-12-04,129.95
2023-12-01,129.67
2023-11-30,129.05
2023-11-29,127.91
2023-11-28,126.59
2023-11-27,128.2
2023-11-24,127.75
2023-11-22,127.5
2023-11-21,127.02
2023-11-20,129.50999
2023-11-17,129.47
2023-11-16,128.7
2023-11-15,128.92
2023-11-14,127.36
2023-11-13,123.85
2023-11-10,124.21
2023-11-09,120.1
2023-11-08,120.06
2023-11-07,120.72
2023-11-06,119.93
2023-11-03,119.52
2023-11-02,117.36
2023-11-01,110.89
2023-10-31,108.99
2023-10-30,107.83
2023-10-27,106.46
2023-10-26,105.62
2023-10-25,104.78
2023-10-24,109.39
2023-10-23,108.66
2023-10-20,108.63
2023-10-19,111.28
2023-10-18,110.98
2023-10-17,112.2
2023-10-16,110.51
2023-10-13,108.66
2023-10-12,111.46
2023-10-11,111.12
2023-10-10,112.31
2023-10-09,111.8
2023-10-06,110.88
2023-10-05,109.8
2023-10-04,109.85
2023-10-03,110.19
2023-10-02,111.1
2023-09-29,111.06
2023-09-28,111.1
2023-09-27,109.19
2023-09-26,109.72
2023-09-25,110.43
2023-09-22,107.68
2023-09-21,107.96
2023-09-20,109.22
2023-09-19,110.72
2023-09-18,112.75
2023-09-15,113.14
2023-09-14,114.04
2023-09-13,112.64
2023-09-12,111.23
2023-09-11,110.28
2023-09-08,106.14
2023-09-07,106.4
2023-09-06,114.68
2023-09-05,116.55
2023-09-01,115.39
2023-08-31,114.53
2023-08-30,113.27
2023-08-29,113.78
2023-08-28,111.68
2023-08-25,110.32
2023-08-24,108.51
2023-08-23,111.17
2023-08-22,109.47
2023-08-21,110.68
2023-08-18,110.1
2023-08-17,110.08
2023-08-16,110.15
2023-08-15,111.68
2023-08-14,114.02
2023-08-11,114.61
2023-08-10,115.61
2023-08-09,116.57
2023-08-08,117.66
2023-08-07,119.34
2023-08-04,121.5
2023-08-03,118.7
2023-08-02,129.27
2023-08-01,132.08
2023-07-31,132.17
2023-07-28,129.48
2023-07-27,125.85
2023-07-26,124.02
2023-07-25,125.07
2023-07-24,124.1
2023-07-21,124.72
2023-07-20,120.72
2023-07-19,124.42
2023-07-18,122.86
2023-07-17,123.4
2023-07-14,122.56
2023-07-13,123.12
2023-07-12,118.68
2023-07-11,116.87
2023-07-10,117.12
2023-07-07,115.94
2023-07-06,115.22
2023-07-05,117.13
2023-07-03,120.09
2023-06-30,119.04
2023-06-29,118.06
2023-06-28,117.54
2023-06-27,119.79
2023-06-26,116.63
2023-06-23,113.43
2023-06-22,116.4
2023-06-21,115.76
2023-06-20,119.82
2023-06-16,122.68
2023-06-15,123.61
2023-06-14,123.4
2023-06-13,124.43
2023-06-12,122.14
2023-06-09,119.11
2023-06-08,116.35
2023-06-07,115.18
2023-06-06,116.36
2023-06-05,112.73
2023-06-02,115.62
2023-06-01,115.83
2023-05-31,113.41
2023-05-30,116.0
2023-05-26,110.35
2023-05-25,104.02
2023-05-24,103.02
2023-05-23,103.56
2023-05-22,105.28
2023-05-19,105.86
2023-05-18,106.96
2023-05-17,104.81
2023-05-16,103.79
2023-05-15,106.28
2023-05-12,103.62
2023-05-11,104.06
2023-05-10,106.46
2023-05-09,105.77
2023-05-08,108.31
2023-05-05,108.78
2023-05-04,106.58
2023-05-03,112.83
2023-05-02,116.11
2023-05-01,115.84
2023-04-28,116.8
2023-04-27,113.92
2023-04-26,114.16
2023-04-25,114.05
2023-04-24,117.35
2023-04-21,117.76
2023-04-20,118.64
2023-04-19,118.54
2023-04-18,118.36
2023-04-17,119.38
2023-04-14,120.16
2023-04-13,121.13
2023-04-12,120.27
2023-04-11,123.57
2023-04-10,124.29
2023-04-06,123.0
2023-04-05,123.04
2023-04-04,122.3
2023-04-03,124.74
2023-03-31,127.58
2023-03-30,127.4
2023-03-29,125.09
2023-03-28,121.34
2023-03-27,123.6
2023-03-24,124.76
2023-03-23,124.15
2023-03-22,121.97
2023-03-21,123.8
2023-03-20,121.82
2023-03-17,120.73
2023-03-16,120.51
2023-03-15,115.49
2023-03-14,116.55
2023-03-13,114.43
2023-03-10,115.19
2023-03-09,117.22
2023-03-08,121.2
2023-03-07,119.19
2023-03-06,122.41
2023-03-03,123.6
2023-03-02,123.78
2023-03-01,123.68
2023-02-28,123.53
2023-02-27,123.42
2023-02-24,124.34
2023-02-23,126.2
2023-02-22,123.95
2023-02-21,123.7
2023-02-17,127.72
2023-02-16,130.16
2023-02-15,133.07001
2023-02-14,132.34
2023-02-13,130.84
2023-02-10,128.99001
2023-02-09,130.53
2023-02-08,132.17
2023-02-07,136.63
2023-02-06,132.92999
2023-02-03,135.02
2023-02-02,135.85001
2023-02-01,138.46001
2023-01-31,133.21001
2023-01-30,131.63
2023-01-27,133.39999
2023-01-26,133.96001
2023-01-25,131.17
2023-01-24,130.7
2023-01-23,131.03
2023-01-20,122.9
2023-01-19,117.58
2023-01-18,122.04
2023-01-17,120.28
2023-01-13,120.24
2023-01-12,121.59
2023-01-11,118.39
2023-01-10,116.91
2023-01-09,114.61
2023-01-06,115.34
2023-01-05,109.4
2023-01-04,111.53
2023-01-03,107.2
