datetime,close
2024-10-07,162.98
2024-10-04,167.06
2024-10-03,165.86
2024-10-02,165.86
2024-10-01,166.99001
2024-09-30,165.85001
2024-09-27,163.95
2024-09-26,162.73
2024-09-25,161.49001
2024-09-24,162.28999
2024-09-23,161.85001
2024-09-20,163.59
2024-09-19,162.14
2024-09-18,159.81
2024-09-17,159.32001
2024-09-16,158.06
2024-09-13,157.46001
2024-09-12,154.69
2024-09-11,151.16
2024-09-10,148.66
2024-09-09,148.71001
2024-09-06,150.92
2024-09-05,157.24001
2024-09-04,156.45
2024-09-03,157.36
2024-08-30,163.38
2024-08-29,161.78
2024-08-28,162.85001
2024-08-27,164.67999
2024-08-26,166.16
2024-08-23,165.62
2024-08-22,163.8
2024-08-21,165.85001
2024-08-20,167.17999
2024-08-19,166.67
2024-08-16,162.96001
2024-08-15,161.3
2024-08-14,160.37
2024-08-13,164.16
2024-08-12,162.28999
2024-08-11,162.28999
2024-08-09,163.67
2024-08-08,163.67
2024-08-07,158.94
2024-08-06,158.28999
2024-08-05,159.25
2024-08-02,166.66
2024-08-01,170.75999
2024-07-31,171.53999
2024-07-30,170.28999
2024-07-29,169.53
2024-07-26,167.0
2024-07-25,167.28
2024-07-24,172.63
2024-07-23,181.78999
2024-07-22,181.67
2024-07-19,177.66
2024-07-18,177.69
2024-07-17,181.02
2024-07-16,183.92
2024-07-15,186.53
2024-07-12,185.07001
2024-07-11,185.57001
2024-07-10,191.17999
2024-07-09,188.98
2024-07-08,189.03
2024-07-05,190.60001
2024-07-03,185.82001
2024-07-02,185.24001
2024-07-01,182.99001
2024-06-28,182.14999
2024-06-27,185.41
2024-06-26,183.88
2024-06-25,184.03
2024-06-24,179.22
2024-06-21,179.63
2024-06-20,176.3
2024-06-18,175.09
2024-06-17,177.24001
2024-06-14,176.78999
2024-06-13,175.16
2024-06-12,177.78999
2024-06-11,176.62
2024-06-10,175.00999
2024-06-07,174.46001
2024-06-06,176.73
2024-06-05,175.41
2024-06-04,173.78999
2024-06-03,173.17
2024-05-31,172.5
2024-05-30,172.11
2024-05-29,175.89999
2024-05-28,176.39999
2024-05-24,174.99001
2024-05-23,173.55
2024-05-22,176.38
2024-05-21,177.85001
2024-05-20,176.92
2024-05-17,176.06
2024-05-16,174.17999
2024-05-15,172.50999
2024-05-14,170.34
2024-05-13,169.14
2024-05-10,168.64999
2024-05-09,169.96001
2024-05-08,169.38
2024-05-07,171.25
2024-05-06,168.10001
2024-05-03,167.24001
2024-05-02,166.62
2024-05-01,163.86
2024-04-30,162.78
2024-04-29,166.14999
2024-04-26,171.95
2024-04-25,156.0
2024-04-24,159.13
2024-04-23,158.25999
2024-04-22,156.28
2024-04-19,154.09
2024-04-18,156.00999
2024-04-17,155.47
2024-04-16,154.39999
2024-04-15,154.86
2024-04-12,157.73
2024-04-11,159.41
2024-04-10,156.14
2024-04-09,156.60001
2024-04-08,154.85001
2024-04-05,152.5
2024-04-04,150.53
2024-04-03,154.92
2024-04-02,154.56
2024-04-01,155.49001
2024-03-28,150.92999
2024-03-27,150.87
2024-03-26,150.67
2024-03-25,150.07001
2024-03-22,150.77
2024-03-21,147.60001
2024-03-20,148.74001
2024-03-19,147.03
2024-03-18,147.67999
2024-03-15,141.17999
2024-03-14,143.10001
2024-03-13,139.78999
2024-03-12,138.5
2024-03-11,137.67
2024-03-08,135.41
2024-03-07,134.38
2024-03-06,131.39999
2024-03-05,132.67
2024-03-04,133.35001
2024-03-01,137.14
2024-02-29,138.46001
2024-02-28,136.38
2024-02-27,138.88
2024-02-26,137.57001
2024-02-23,143.96001
2024-02-22,144.09
2024-02-21,142.55
2024-02-20,141.12
2024-02-16,140.52
2024-02-15,142.77
2024-02-14,145.94
2024-02-13,145.14
2024-02-12,147.53
2024-02-09,149.0
2024-02-08,145.91
2024-02-07,145.53999
2024-02-06,144.10001
2024-02-05,143.67999
2024-02-02,142.38
2024-02-01,141.16
2024-01-31,140.10001
2024-01-30,151.46001
2024-01-29,153.50999
2024-01-26,152.19
2024-01-25,151.87
2024-01-24,148.7
2024-01-23,147.03999
2024-01-22,145.99001
2024-01-19,146.38
2024-01-18,143.48
2024-01-17,141.47
2024-01-16,142.49001
2024-01-12,142.64999
2024-01-11,142.08
2024-01-10,142.28
2024-01-09,140.95
2024-01-08,138.84
2024-01-05,135.73
2024-01-04,136.39
2024-01-03,138.92
2024-01-02,138.17
2023-12-29,139.69
2023-12-28,140.23
2023-12-27,140.37
2023-12-26,141.52
2023-12-22,141.49001
2023-12-21,140.42
2023-12-20,138.34
2023-12-19,136.64999
2023-12-18,135.8
2023-12-15,132.60001
2023-12-14,131.94
2023-12-13,132.57001
2023-12-12,132.52
2023-12-11,133.28999
2023-12-08,134.99001
2023-12-07,136.92999
2023-12-06,130.02
2023-12-05,130.99001
2023-12-04,129.27
2023-12-01,131.86
2023-11-30,132.53
2023-11-29,134.99001
2023-11-28,137.2
2023-11-27,136.41
2023-11-24,136.69
2023-11-22,138.49001
2023-11-21,136.97
2023-11-20,136.25
2023-11-17,135.31
2023-11-16,136.92999
2023-11-15,134.62
2023-11-14,133.62
2023-11-13,132.09
2023-11-10,132.59
2023-11-09,130.24001
2023-11-08,131.84
2023-11-07,130.97
2023-11-06,130.25
2023-11-03,129.10001
2023-11-02,127.49
2023-11-01,126.45
2023-10-31,124.08
2023-10-30,124.46
2023-10-27,122.17
2023-10-26,122.28
2023-10-25,125.61
2023-10-24,138.81
2023-10-23,136.5
2023-10-20,135.60001
2023-10-19,137.75
2023-10-18,137.96001
2023-10-17,139.72
2023-10-16,139.10001
2023-10-13,137.36
2023-10-12,138.97
2023-10-11,140.55
2023-10-10,138.06
2023-10-09,138.42
2023-10-06,137.58
2023-10-05,135.07001
2023-10-04,135.24001
2023-10-03,132.42999
2023-10-02,134.17
2023-09-29,130.86
2023-09-28,132.31
2023-09-27,130.53999
2023-09-26,128.57001
2023-09-25,131.11
2023-09-22,130.25
2023-09-21,130.44
2023-09-20,133.74001
2023-09-19,138.03999
2023-09-18,138.21001
2023-09-15,137.39999
2023-09-14,138.10001
2023-09-13,136.71001
2023-09-12,135.34
2023-09-11,136.92
2023-09-08,136.38
2023-09-07,135.25999
2023-09-06,134.46001
2023-09-05,135.77
2023-09-01,135.66
2023-08-31,136.17
2023-08-30,135.88
2023-08-29,134.57001
2023-08-28,131.00999
2023-08-25,129.88
2023-08-24,129.78
2023-08-23,132.37
2023-08-22,129.08
2023-08-21,128.37
2023-08-18,127.46
2023-08-17,129.92
2023-08-16,128.7
2023-08-15,129.78
2023-08-14,131.33
2023-08-11,129.56
2023-08-10,129.69
2023-08-09,129.66
2023-08-08,131.39999
2023-08-07,131.53
2023-08-04,128.11
2023-08-03,128.45
2023-08-02,128.38
2023-08-01,131.55
2023-07-31,132.72
