datetime,close
2024-10-07,605.53998
2024-10-04,605.13
2024-10-03,605.82001
2024-10-02,603.20001
2024-10-01,605.85999
2024-09-30,584.56
2024-09-27,582.35999
2024-09-26,577.40002
2024-09-25,577.94
2024-09-24,578.63
2024-09-23,580.51001
2024-09-20,571.91998
2024-09-19,565.17999
2024-09-18,565.48999
2024-09-17,567.01001
2024-09-16,572.91998
2024-09-13,569.90997
2024-09-12,568.27002
2024-09-11,566.96002
2024-09-10,572.19
2024-09-09,576.57001
2024-09-06,566.63
2024-09-05,568.59003
2024-09-04,574.78003
2024-09-03,567.21997
2024-08-30,568.09998
2024-08-29,566.84998
2024-08-28,563.97998
2024-08-27,560.40997
2024-08-26,558.09998
2024-08-23,555.01001
2024-08-22,557.03003
2024-08-21,553.76001
2024-08-20,557.01001
2024-08-19,558.39001
2024-08-16,560.13
2024-08-15,560.28998
2024-08-14,563.21997
2024-08-13,559.41998
2024-08-12,556.90997
2024-08-09,551.58002
2024-08-08,551.62
2024-08-07,548.51001
2024-08-06,541.56
2024-08-05,545.38
2024-08-02,548.77002
2024-08-01,548.85999
2024-07-31,541.91998
2024-07-30,537.65997
2024-07-29,527.64001
2024-07-26,524.79999
2024-07-25,521.40002
2024-07-24,515.20001
2024-07-23,501.29001
2024-07-22,474.59
2024-07-19,474.92001
2024-07-18,476.0
2024-07-17,476.07001
2024-07-16,468.57999
2024-07-15,463.88
2024-07-12,463.73001
2024-07-11,460.38
2024-07-10,461.01001
2024-07-09,460.29999
2024-07-08,461.76001
2024-07-05,462.16
2024-07-03,466.03
2024-07-02,465.70001
2024-07-01,466.44
2024-06-28,467.10001
2024-06-27,467.13
2024-06-26,466.98999
2024-06-25,468.07001
2024-06-24,471.51001
2024-06-23,471.51001
2024-06-21,467.60001
2024-06-20,467.60001
2024-06-19,466.34
2024-06-18,460.0
2024-06-17,459.01001
2024-06-14,458.34
2024-06-13,458.56
2024-06-12,459.10999
2024-06-11,462.79999
2024-06-10,467.45999
2024-06-07,470.13
2024-06-06,468.62
2024-06-05,465.23001
2024-06-04,468.89001
2024-06-03,467.60001
2024-05-31,470.34
2024-05-30,460.94
2024-05-29,452.72
2024-05-28,458.48001
2024-05-24,467.35001
2024-05-23,467.07999
2024-05-22,469.70999
2024-05-21,468.31
2024-05-20,467.07999
2024-05-17,466.20001
2024-05-16,464.82999
2024-05-15,464.07999
2024-05-14,467.17999
2024-05-13,470.56
2024-05-10,468.88
2024-05-09,468.39001
2024-05-08,466.16
2024-05-07,466.67999
2024-05-06,462.78
2024-05-03,461.91
2024-05-02,463.20001
2024-05-01,461.73001
2024-04-30,464.92999
2024-04-29,467.54999
2024-04-26,461.29001
2024-04-25,464.78
2024-04-24,459.14001
2024-04-23,460.07999
2024-04-22,461.32999
2024-04-19,463.87
2024-04-18,456.09
2024-04-17,456.04999
2024-04-16,454.31
2024-04-15,453.07999
2024-04-12,450.39999
2024-04-11,452.32001
2024-04-10,451.70999
2024-04-09,447.57001
2024-04-08,452.38
2024-04-05,455.38
2024-04-04,454.04001
2024-04-03,447.89999
2024-04-02,453.23999
2024-04-01,452.79001
2024-03-28,454.87
2024-03-27,456.78
2024-03-26,445.98999
2024-03-25,446.31
2024-03-22,445.88
2024-03-21,443.16
2024-03-20,440.41
2024-03-19,437.19
2024-03-18,433.20001
2024-03-15,435.82001
2024-03-14,435.76999
2024-03-13,434.60001
2024-03-12,434.91
2024-03-11,434.75
2024-03-08,432.89999
2024-03-07,429.98999
2024-03-06,433.48001
2024-03-05,431.98001
2024-03-04,431.94
2024-03-01,426.45999
2024-02-29,428.23999
2024-02-28,432.48001
2024-02-27,430.42999
2024-02-26,429.17999
2024-02-23,431.12
2024-02-22,428.89001
2024-02-21,427.54999
2024-02-20,424.26999
2024-02-16,424.07001
2024-02-15,423.12
2024-02-14,418.19
2024-02-13,426.51999
2024-02-12,428.07001
2024-02-09,426.5
2024-02-08,427.0
2024-02-07,430.10001
2024-02-06,426.95001
2024-02-05,421.70001
2024-02-02,425.97
2024-02-01,429.76999
2024-01-31,429.41
2024-01-30,431.67999
2024-01-29,428.01001
2024-01-26,429.91
2024-01-25,431.04001
2024-01-24,431.64999
2024-01-23,439.67001
2024-01-22,458.76001
2024-01-19,457.76001
2024-01-18,459.57001
2024-01-17,456.47
2024-01-16,457.84
2024-01-12,463.17999
2024-01-11,453.13
2024-01-10,455.39999
2024-01-09,456.29001
2024-01-08,458.60001
2024-01-05,456.5
2024-01-04,457.87
2024-01-03,459.12
2024-01-02,456.12
2023-12-29,453.23999
2023-12-28,451.23001
2023-12-27,448.97
2023-12-26,450.17999
2023-12-22,448.22
2023-12-21,448.01999
2023-12-20,442.60001
2023-12-19,447.79001
2023-12-18,446.91
2023-12-15,441.81
2023-12-14,445.26999
2023-12-13,451.44
2023-12-12,451.63
2023-12-11,451.26001
2023-12-08,448.01999
2023-12-07,447.10999
2023-12-06,449.41
2023-12-05,446.23999
2023-12-04,450.69
2023-12-01,449.41
2023-11-30,447.76999
2023-11-29,445.01001
2023-11-28,448.26999
2023-11-27,445.48999
2023-11-24,452.01001
2023-11-22,450.39999
2023-11-21,448.14999
2023-11-20,443.81
2023-11-17,444.67999
2023-11-16,445.59
2023-11-15,445.14001
2023-11-14,444.22
2023-11-13,445.03
2023-11-10,444.87
2023-11-09,442.45999
2023-11-08,444.66
2023-11-07,450.14999
2023-11-06,451.16
2023-11-03,453.34
2023-11-02,458.04001
2023-11-01,452.38
2023-10-31,454.64001
2023-10-30,445.84
2023-10-27,443.39001
2023-10-26,445.97
2023-10-25,447.69
2023-10-24,440.89999
2023-10-23,446.16
2023-10-20,444.17001
2023-10-19,449.17999
2023-10-18,446.07001
2023-10-17,441.13
2023-10-16,440.41
2023-10-13,441.06
